key,value,formatted,unit,source,note,module
"venue_balanced_pct_2019_2025","-16.18912495827175","-16.2%","percent change, real","01_evidence/08_venues_ecosystem/venue_monthly_receipts_long.csv","Balanced panel of 63 venues filing in both 2019 and 2025, real receipts. Nominal mixed-beverage receipts deflated with CPI-U annual averages to 2025 dollars via out/cpi_annual.dta; the 2025 average uses an interpolated October 2025 (cpi_imputed = 1) because BLS did not publish that month. Ten festival concession venue-months are excluded from every venue-level series; they stay in the citywide market total, where the money is real Austin licensed-beverage activity and only its venue label is wrong.","venues"
"venue_citywide_real_2019","1182797658.124354","$1,183M","millions of 2025 dollars","03_analysis/data/external/TX_MB_receipts_travis_austin.dta (Comptroller naix-2893, retrieved 2026-08-02)","All mixed-beverage permit locations in Travis County or the City of Austin, calendar 2019. Nominal mixed-beverage receipts deflated with CPI-U annual averages to 2025 dollars via out/cpi_annual.dta; the 2025 average uses an interpolated October 2025 (cpi_imputed = 1) because BLS did not publish that month. Ten festival concession venue-months are excluded from every venue-level series; they stay in the citywide market total, where the money is real Austin licensed-beverage activity and only its venue label is wrong.","venues"
"venue_citywide_real_2025","1215860659","$1,216M","millions of 2025 dollars","03_analysis/data/external/TX_MB_receipts_travis_austin.dta (Comptroller naix-2893, retrieved 2026-08-02)","All mixed-beverage permit locations in Travis County or the City of Austin, calendar 2025. Nominal mixed-beverage receipts deflated with CPI-U annual averages to 2025 dollars via out/cpi_annual.dta; the 2025 average uses an interpolated October 2025 (cpi_imputed = 1) because BLS did not publish that month. Ten festival concession venue-months are excluded from every venue-level series; they stay in the citywide market total, where the money is real Austin licensed-beverage activity and only its venue label is wrong.","venues"
"venue_citywide_pct_2019_2025","2.795321807457452","+2.8%","percent change, real","03_analysis/data/external/TX_MB_receipts_travis_austin.dta (Comptroller naix-2893, retrieved 2026-08-02)","All Travis/Austin mixed-beverage permittees, real receipts 2019 to 2025. This is the market comparison for the panel decline. Nominal mixed-beverage receipts deflated with CPI-U annual averages to 2025 dollars via out/cpi_annual.dta; the 2025 average uses an interpolated October 2025 (cpi_imputed = 1) because BLS did not publish that month. Ten festival concession venue-months are excluded from every venue-level series; they stay in the citywide market total, where the money is real Austin licensed-beverage activity and only its venue label is wrong.","venues"
"venue_citywide_permits_2019","1250","1,250","count of permit locations","03_analysis/data/external/TX_MB_receipts_travis_austin.dta (Comptroller naix-2893, retrieved 2026-08-02)","Distinct mixed-beverage permit locations reporting any receipts during calendar 2019, Travis County or City of Austin. A distinct-locations-per-year count, so it runs above the average monthly count of active permits.","venues"
"venue_citywide_permits_2025","1631","1,631","count of permit locations","03_analysis/data/external/TX_MB_receipts_travis_austin.dta (Comptroller naix-2893, retrieved 2026-08-02)","Distinct mixed-beverage permit locations reporting any receipts during calendar 2025, Travis County or City of Austin.","venues"
"venue_citywide_permits_pct_2019_2025","30.48","+30.5%","percent change","03_analysis/data/external/TX_MB_receipts_travis_austin.dta (Comptroller naix-2893, retrieved 2026-08-02)","Growth in the count of active mixed-beverage permit locations, 2019 to 2025. Austin kept adding licensed rooms while the tracked music rooms contracted.","venues"
"venue_panel_share_2013","9.329983199395272","9.3%","percent of citywide receipts","03_analysis/data/external/TX_MB_receipts_travis_austin.dta (Comptroller naix-2893, retrieved 2026-08-02)","Curated panel receipts as a share of all Travis/Austin mixed-beverage receipts in 2013. The share is stable across the period, which is why the panel-versus-citywide divergence is not a coverage artifact. Deflation cancels in a same-year ratio, so this share is identical nominal or real.","venues"
"venue_panel_share_2019","8.895663599219761","8.9%","percent of citywide receipts","03_analysis/data/external/TX_MB_receipts_travis_austin.dta (Comptroller naix-2893, retrieved 2026-08-02)","Curated panel receipts as a share of all Travis/Austin mixed-beverage receipts in 2019. The share is stable across the period, which is why the panel-versus-citywide divergence is not a coverage artifact. Deflation cancels in a same-year ratio, so this share is identical nominal or real.","venues"
"venue_panel_share_2025","8.047443041744144","8.0%","percent of citywide receipts","03_analysis/data/external/TX_MB_receipts_travis_austin.dta (Comptroller naix-2893, retrieved 2026-08-02)","Curated panel receipts as a share of all Travis/Austin mixed-beverage receipts in 2025. The share is stable across the period, which is why the panel-versus-citywide divergence is not a coverage artifact. Deflation cancels in a same-year ratio, so this share is identical nominal or real.","venues"
"venue_shrank_n","64","64 of 79","count","01_evidence/08_venues_ecosystem/venue_monthly_receipts_long.csv","Venues with lower real receipts in 2025 than 2019, among the 79 panel venues that filed any receipts in 2019. Venues that stopped filing count as zero in 2025, which is the intended treatment.","venues"
"venue_shrank_denom","79","79 venues","count","01_evidence/08_venues_ecosystem/venue_monthly_receipts_long.csv","Denominator: panel venues with positive receipts in calendar 2019.","venues"
"venue_shrank_balanced_n","48","48 of 63","count","01_evidence/08_venues_ecosystem/venue_monthly_receipts_long.csv","Among the 63 venues filing in both years, the number smaller in real terms in 2025.","venues"
"venue_median_pct_change","-22.41908541045392","-22.4%","percent change, real, median venue","01_evidence/08_venues_ecosystem/venue_monthly_receipts_long.csv","Median venue-level real change 2019 to 2025 among the 63 venues filing in both years. Unweighted across venues, so it is not the aggregate change.","venues"
"venue_median_pct_change_incl_exits","-32.16750589292613","-32.2%","percent change, real, median venue","01_evidence/08_venues_ecosystem/venue_monthly_receipts_long.csv","Median venue-level real change 2019 to 2025 across all 79 venues filing in 2019, counting non-filers in 2025 as zero.","venues"
"venue_shrank_over250k","58","58 of 72","count","01_evidence/08_venues_ecosystem/venue_monthly_receipts_long.csv","Venues with more than $250,000 of real 2019 receipts that were smaller in real terms by 2025.","venues"
"venue_worst_decline_name","-100","Threadgill's North (N Lamar), -100.0%","percent change, real","01_evidence/08_venues_ecosystem/venue_monthly_receipts_long.csv","Steepest real decline 2019 to 2025 among venues filing in both years.","venues"
"venue_gain_share_large_rooms","43.39421709375924","43.4%","percent of aggregate dollar gain","01_evidence/08_venues_ecosystem/venue_monthly_receipts_long.csv","Share of the total real dollar gain among growing balanced-panel venues that accrues to the 3 venues classified large_venue - large ticketed rooms that opened or expanded after 2021 (ACL Live at Moody Theater/3TEN, Moody Amphitheater, The Concourse). Gains are concentrated in these rooms, not in small clubs.","venues"
"venue_exits_total","41","41 of 114","count","01_evidence/08_venues_ecosystem/venue_summary.csv","Panel venues whose permit had stopped filing by 2026-06. Ceasing to file usually means closure but can also mean a permit transfer, an entity restructuring, or a switch to a beer-and-wine permit, so this is 'stopped reporting', not a verified closure count.","venues"
"venue_exits_2010_2019","20","20 exits","count","01_evidence/08_venues_ecosystem/venue_summary.csv","Venues whose last filing month falls in 2010-2019; 17 of them core live-music rooms.","venues"
"venue_exits_2020_2026","20","20 exits","count","01_evidence/08_venues_ecosystem/venue_summary.csv","Venues whose last filing month falls in 2020-2026 (through 2026-06); 16 of them core live-music rooms.","venues"
"venue_exits_2020_2026_core","16","16 of 20","count","01_evidence/08_venues_ecosystem/venue_summary.csv","Post-2020 exits that are core live-music rooms. Exits split roughly evenly across eras, but the composition shifted: the post-2020 cohort is overwhelmingly live-music rooms rather than adjacent bars.","venues"
"venue_net_adds_2007_2015","80","+80","net venues","01_evidence/08_venues_ecosystem/venue_summary.csv","Entries minus exits, 2007-2015. Left-censored: the receipts file begins 2007-01, so the 44 venues already trading then all register as 2007 entries. Excluding 2007 entirely, the 2008-2015 net is +36.","venues"
"venue_net_adds_2016_2026","-7","-7","net venues","01_evidence/08_venues_ecosystem/venue_summary.csv","Entries minus exits, 2016 through 2026-06. The panel stopped net-adding rooms around 2016. Not left-censored, but right-truncated at 2026-06.","venues"
"venue_closures_dated_n","36","36 closures","count","01_evidence/08_venues_ecosystem/venue_timeline.csv","Rows in the 71-row news timeline coded closed or closed_relocated with a closure year. This is the denominator for every closure-reason share. The timeline is a news-derived record, not a register: roughly 37 venues on the target list have no row, and absence means the research did not find coverage, not that nothing happened.","venues"
"venue_timeline_rows","71","71 rows","count","01_evidence/08_venues_ecosystem/venue_timeline.csv","Total timeline rows, including still-open, at-risk, reopened and opening events as well as closures.","venues"
"venue_closures_no_reason","3","3 of 36","count","01_evidence/08_venues_ecosystem/venue_timeline.csv","Dated closures with no reason category coded.","venues"
"venue_closures_covid","13","13 of 36","count","01_evidence/08_venues_ecosystem/venue_timeline.csv","Dated closures citing COVID. Journalist-cited, not audited; a venue can have more than one cause and only the primary one is coded.","venues"
"venue_closures_property","13","13 of 36","count","01_evidence/08_venues_ecosystem/venue_timeline.csv","Dated closures citing a property cause: rent increase (4), sale of property (5), redevelopment (2) or lease expiration (2). Property causes together outnumber COVID (13).","venues"
"venue_closure_crossval_continue","11","11 of 36","count","01_evidence/08_venues_ecosystem/closure_crossvalidation.csv","Reported closures where the permit kept filing receipts past the reported closure year (10 agree with the receipts record, 15 never appear in the mixed-beverage file). A venue-level closure date marks the death of a programming operation, which can precede the death of the business by years.","venues"
"venue_did_coef",".0025944757383832","0.003","log points","03_analysis/data/external/TX_MB_receipts_travis_austin.dta (Comptroller naix-2893, retrieved 2026-08-02)","reghdfe lnreal did_core (did_core = post x core tier), absorb(unit_id ym) vce(cluster unit_id). Sample: Travis/Austin mixed-beverage universe, 2013-01 to 2025-12, monthly. post = March 2020 onward. Core live-music rooms' log real receipts relative to the comparison group, after venue and month fixed effects. Approximately 0.3 percent. Descriptive divergence, not a causal policy estimate.","venues"
"venue_did_se",".0765638646840502","0.077","log points, clustered SE","03_analysis/data/external/TX_MB_receipts_travis_austin.dta (Comptroller naix-2893, retrieved 2026-08-02)","Standard error on venue_did_coef, clustered by venue or permit location; 2595 clusters, 171724 unit-months.","venues"
"venue_did_p",".9729703245568165","0.9730","p-value","03_analysis/data/external/TX_MB_receipts_travis_austin.dta (Comptroller naix-2893, retrieved 2026-08-02)","Two-sided p-value for venue_did_coef.","venues"
"venue_did_pct",".2597844303151575","0.3%","percent","03_analysis/data/external/TX_MB_receipts_travis_austin.dta (Comptroller naix-2893, retrieved 2026-08-02)","exp(coefficient) - 1, the proportional gap implied by venue_did_coef. Conditional on a venue trading in the month, because zero-receipt months leave a log specification.","venues"
"venue_did_n","171724","171724 unit-months","count","03_analysis/data/external/TX_MB_receipts_travis_austin.dta (Comptroller naix-2893, retrieved 2026-08-02)","Estimation sample for venue_did_coef; 2595 clusters.","venues"
"venue_es_2025_coef",".0945412344124924","0.095","log points, 2019 base","03_analysis/data/external/TX_MB_receipts_travis_austin.dta (Comptroller naix-2893, retrieved 2026-08-02)","Event-study coefficient on 2025 x core live-music, 2019 omitted. Clustered SE 0.081. Reads as the 2025 gap between core live-music rooms and the rest of the market relative to their 2019 gap.","venues"
"venue_map_offframe","1","1","venues","01_evidence/08_venues_ecosystem/venue_monthly_receipts_long.csv","Geocoded panel venues falling outside the 2nd-98th percentile box of venue coordinates. Kept as a concentration diagnostic: the middle half of the geocoded venues sit inside about one square kilometre of downtown and Red River, which is why a point map of this panel cannot be read at print size and figure 10 is drawn as bars instead.","venues"
"venue_map_geocoded","67","67 of 114","count","01_evidence/08_venues_ecosystem/austin_sound_ordinance_permits_geo_g3rj-dfgm.csv","Panel venues carrying a coordinate. From the City of Austin geocoded sound-ordinance permit file, matched on a normalised street address (65) then on a normalised venue name (2). Venues never permitted for amplified sound have no coordinate. This coverage is one reason figure 10 is drawn as bars rather than as a point map: fewer than half the panel could be placed and coloured. The coordinates are still used by the Moody Center distance design in 70_quasi_experiments.do. The address field in venue_timeline.csv was not used; the evidence memo flags it as unreliable.","venues"
"venue_omv_permits_geo_2009_2018","1029","1,029 permits","count","01_evidence/08_venues_ecosystem/austin_sound_ordinance_permits_geo_g3rj-dfgm.csv","Outdoor Music Venue sound permits in the City of Austin geocoded sound-ordinance permit file, calendar 2009 through 2018. Restricted to complete years: the geocoded file holds only 13 rows for 2019 against the 99 the City by-year count reports, so 2019 is a partial extract. For 2009-2018 the two sources agree exactly year by year, which confirms the geocoded extract is the same series as venue_omv_peak.","venues"
"venue_omv_permits_district9_share","74.24684159378036","74.2%","percent of permits","01_evidence/08_venues_ecosystem/austin_sound_ordinance_permits_geo_g3rj-dfgm.csv","District 9, which covers downtown, Red River and the University area, holds 764 of the 1029 Outdoor Music Venue permits issued 2009-2018. All ten council districts appear in the file, so this share is bounded by the full city. Permits are issued per venue per year, so a long-running room contributes one permit a year; this is not a count of distinct rooms.","venues"
"venue_omv_peak","138","138 permits","count","01_evidence/08_venues_ecosystem/austin_outdoor_music_venue_permits_by_year.csv","Peak annual count of City of Austin Outdoor Music Venue permits, reached in both 2014 and 2017. A City administrative series, independent of the Comptroller receipts data, and it moves the same direction.","venues"
"venue_omv_2025","94","94 permits","count","01_evidence/08_venues_ecosystem/austin_outdoor_music_venue_permits_by_year.csv","Outdoor Music Venue permits issued in calendar 2025. 2026 is partial (Jan-Jul) and is not compared to a full year.","venues"
"venue_omv_pct_from_peak","-31.88405797101449","-31.9%","percent change","01_evidence/08_venues_ecosystem/austin_outdoor_music_venue_permits_by_year.csv","Change in Outdoor Music Venue permits from the 2014/2017 peak to 2025. Permits are issued per venue per year, so this counts permitted outdoor operations, not stages.","venues"
"venue_cover_charge_unusable","5488","$5,488 in 2019 vs $2,085,610 in 2024","nominal dollars","01_evidence/08_venues_ecosystem/venue_monthly_receipts_long.csv","Cover charge reported across the whole panel. The jump is a reporting-compliance change around 2022, not growth in ticketed shows, so cover_charge_receipts is not plotted as a trend anywhere in this report and no ticketing conclusion rests on it.","venues"
